image_link,group_id,entity_name,entity_value,image_name,extracted_text,extracted_text_with_details
https://m.media-amazon.com/images/I/610FJ8HRCnL.jpg,549052,depth,25.5 centimetre,136213d5-7c48-44d5-a0ee-c1c88c963d71.jpg,"['30cm', '', '25.Scm']","[[""[[133, 647], [289, 647], [289, 707], [133, 707]]"", ""30cm"", ""0.8203776478767395""], [""[[719, 1121], [981, 1121], [981, 1309], [719, 1309]]"", """", ""0.0""], [""[[711, 1405], [917, 1405], [917, 1465], [711, 1465]]"", ""25.Scm"", ""0.42949588169936004""]]"
https://m.media-amazon.com/images/I/41KfWMKeN-L.jpg,281210,depth,26.5 centimetre,ffa5b14d-a3ad-49e4-b547-7e309b412db6.jpg,"['Thickness 2CM', '26.5cm', '25cm', 'Thickness 2.SCM', '11cm', '43cm']","[[""[[750, 190], [910, 190], [910, 216], [750, 216]]"", ""Thickness 2CM"", ""0.895929918147284""], [""[[121, 259], [247, 259], [247, 297], [121, 297]]"", ""26.5cm"", ""0.8954620672360992""], [""[[441, 549], [539, 549], [539, 585], [441, 585]]"", ""25cm"", ""0.9864073991775513""], [""[[806, 704], [984, 704], [984, 730], [806, 730]]"", ""Thickness 2.SCM"", ""0.6524061576463751""], [""[[15, 751], [111, 751], [111, 787], [15, 787]]"", ""11cm"", ""0.8332275152206421""], [""[[431, 915], [527, 915], [527, 951], [431, 951]]"", ""43cm"", ""0.9969262480735779""]]"
https://m.media-amazon.com/images/I/615oTjEYB0L.jpg,755711,depth,30.0 millimetre,4ca12cc4-075d-43a3-8ee8-53a3d36487d4.jpg,"['Highly Durable', 'Chromium Molybdenum (Cr-Mo) steel and black', 'phosphate finish', '1', '3', '1', 'J', '8']","[[""[[68, 84], [822, 84], [822, 208], [68, 208]]"", ""Highly Durable"", ""0.9996764562711726""], [""[[73, 215], [1253, 215], [1253, 283], [73, 283]]"", ""Chromium Molybdenum (Cr-Mo) steel and black"", ""0.8627971079686569""], [""[[67, 268], [482, 268], [482, 346], [67, 346]]"", ""phosphate finish"", ""0.9971196978505859""], [""[[1167, 919], [1207, 919], [1207, 993], [1167, 993]]"", ""1"", ""0.34517828350658775""], [""[[896.9805585009541, 638.0872393055339], [935.5153300529181, 609.0221713861504], [1005.0194414990459, 707.9127606944661], [967.4846699470819, 736.9778286138496]]"", ""3"", ""0.9929718915214494""], [""[[1021.3348098947623, 780.0221484214339], [1089.4479802979013, 744.0100393567997], [1190.6651901052378, 949.9778515785661], [1122.5520197020987, 986.9899606432003]]"", ""1"", ""0.16474796454215213""], [""[[983.6325926123042, 807.0112595805573], [1025.3104643664599, 792.0080377273251], [1091.367407387696, 981.9887404194427], [1050.6895356335401, 996.9919622726749]]"", ""J"", ""0.11283530279243692""], [""[[1141.5326350097305, 840.0273975827085], [1175.6509970863337, 834.0533301641022], [1192.4673649902695, 932.9726024172915], [1158.3490029136663, 938.9466698358978]]"", ""8"", ""0.44366883661058765""]]"
https://m.media-amazon.com/images/I/61F6wD4fPFL.jpg,630869,depth,21.0 centimetre,3a1cc47a-83f2-440d-bc9b-2c3c133e4c65.jpg,"['High quality black gun plated', 'Base Material: 316L Stainless Steel', 'Width: 11mm (0.43 inch)', '12mm (0.47 inch)', '2Omm (0.78 inch)', 'Length of Bracelet:', '19cm(7.4 inches) Net wieght:44.8g', '21cm(8.3 inches) Net wieght48.8g', '23cm(9.0 inches) Net wieght:52.8g']","[[""[[52, 471], [573, 471], [573, 524], [52, 524]]"", ""High quality black gun plated"", ""0.972606978657118""], [""[[56, 525], [508, 525], [508, 558], [56, 558]]"", ""Base Material: 316L Stainless Steel"", ""0.9986813362732992""], [""[[814, 534], [1238, 534], [1238, 582], [814, 582]]"", ""Width: 11mm (0.43 inch)"", ""0.6482700200975454""], [""[[135, 1008], [480, 1008], [480, 1060], [135, 1060]]"", ""12mm (0.47 inch)"", ""0.9413620750799632""], [""[[534, 1005], [877, 1005], [877, 1059], [534, 1059]]"", ""2Omm (0.78 inch)"", ""0.7870832033273828""], [""[[391, 1313], [835, 1313], [835, 1379], [391, 1379]]"", ""Length of Bracelet:"", ""0.7154383563479731""], [""[[230, 1375], [1030, 1375], [1030, 1448], [230, 1448]]"", ""19cm(7.4 inches) Net wieght:44.8g"", ""0.907049250712413""], [""[[228, 1447], [1030, 1447], [1030, 1520], [228, 1520]]"", ""21cm(8.3 inches) Net wieght48.8g"", ""0.8994883562700541""], [""[[231, 1524], [1029, 1524], [1029, 1593], [231, 1593]]"", ""23cm(9.0 inches) Net wieght:52.8g"", ""0.7829963443210708""]]"
https://m.media-amazon.com/images/I/513RMllK3sS.jpg,675317,depth,1.4 inch,107a2753-41ef-4197-b04a-8038bbaf900b.jpg,"['7.2in', '18. 5', '58', '4.9in 2.7in]', '2.2in', '88', '2', '7.3in', '4Iin', '213in', '38', '1.4in']","[[""[[567, 217], [659, 217], [659, 261], [567, 261]]"", ""7.2in"", ""0.8773455943024497""], [""[[556, 276], [618, 276], [618, 306], [556, 306]]"", ""18. 5"", ""0.44850566849906426""], [""[[826, 358], [862, 358], [862, 388], [826, 388]]"", ""58"", ""0.8869915489387534""], [""[[20, 384], [208, 384], [208, 440], [20, 440]]"", ""4.9in 2.7in]"", ""0.5540143138894568""], [""[[805, 395], [897, 395], [897, 439], [805, 439]]"", ""2.2in"", ""0.9990810109417599""], [""[[14, 460], [112, 460], [112, 534], [14, 534]]"", ""88"", ""0.4115613436367294""], [""[[628, 516], [658, 516], [658, 566], [628, 566]]"", ""2"", ""0.8793020321347491""], [""[[3, 547], [93, 547], [93, 591], [3, 591]]"", ""7.3in"", ""0.9840684345996619""], [""[[591, 563], [679, 563], [679, 603], [591, 603]]"", ""4Iin"", ""0.3475552797317505""], [""[[917, 577], [1007, 577], [1007, 619], [917, 619]]"", ""213in"", ""0.9266175854423946""], [""[[229, 751], [279, 751], [279, 789], [229, 789]]"", ""38"", ""0.9999998314126101""], [""[[211, 805], [303, 805], [303, 847], [211, 847]]"", ""1.4in"", ""0.3994934455440388""]]"
https://m.media-amazon.com/images/I/51mDgaBW3AL.jpg,630869,depth,26.0 centimetre,43efd9fc-c5fb-4dbf-b3f3-22b5bbf6bea5.jpg,"['Detail', '3t Y)X<-925', '#/X 26cm', 'FI_YIk #J2.5mm', 'ZV %l#Hm', 'TvVvh#tzl, X+--@#anz n', ""@#ota +2cm 0#7**t+671'g+_""]","[[""[[610, 128], [746, 128], [746, 178], [610, 178]]"", ""Detail"", ""0.9995560375779395""], [""[[603, 213], [865, 213], [865, 255], [603, 255]]"", ""3t Y)X<-925"", ""0.0551162272259816""], [""[[605, 279], [781, 279], [781, 319], [605, 319]]"", ""#/X 26cm"", ""0.5085070215437082""], [""[[603, 347], [897, 347], [897, 389], [603, 389]]"", ""FI_YIk #J2.5mm"", ""0.19170713054170693""], [""[[603, 411], [781, 411], [781, 455], [603, 455]]"", ""ZV %l#Hm"", ""0.09455472774536927""], [""[[147, 828], [864, 828], [864, 876], [147, 876]]"", ""TvVvh#tzl, X+--@#anz n"", ""0.006663922328966141""], [""[[111, 889], [879, 889], [879, 933], [111, 933]]"", ""@#ota +2cm 0#7**t+671'g+_"", ""0.06834380206065942""]]"
https://m.media-amazon.com/images/I/51SL+qaaFoL.jpg,784538,depth,19.0 inch,57cca976-c597-47fd-b277-40d6020d7c48.jpg,"['19 inch', 'Art print', 'Art print', '1', '2', '1', 'Art', 'Art', '0', '9 inch', 'print', 'print']","[[""[[583, 75], [734, 75], [734, 119], [583, 119]]"", ""19 inch"", ""0.5608018507366638""], [""[[294, 368], [472, 368], [472, 423], [294, 423]]"", ""Art print"", ""0.8484418194818204""], [""[[817, 364], [997, 364], [997, 425], [817, 425]]"", ""Art print"", ""0.9999970197655408""], [""[[1201, 579], [1249, 579], [1249, 678], [1201, 678]]"", ""1"", ""0.7570264386047008""], [""[[1203, 677], [1245, 677], [1245, 731], [1203, 731]]"", ""2"", ""0.7321264296098349""], [""[[75, 833], [117, 833], [117, 933], [75, 933]]"", ""1"", ""0.07814071346855656""], [""[[295, 879], [365, 879], [365, 921], [295, 921]]"", ""Art"", ""0.9999916032918427""], [""[[819, 877], [889, 877], [889, 921], [819, 921]]"", ""Art"", ""0.9999944251353335""], [""[[75, 929], [115, 929], [115, 965], [75, 965]]"", ""0"", ""0.9966126803665851""], [""[[315, 1166], [442, 1166], [442, 1208], [315, 1208]]"", ""9 inch"", ""0.5922250496422462""], [""[[362.1579833204635, 880.2897482934367], [468.2631332145115, 873.1191270825832], [468.8420166795365, 922.7102517065633], [362.7368667854885, 930.8808729174168]]"", ""print"", ""0.9999998400639535""], [""[[886.4649861003862, 881.2414569111972], [992.4053300372354, 873.6350333484315], [994.5350138996138, 921.7585430888028], [888.5946699627646, 929.3649666515685]]"", ""print"", ""1.0""]]"
https://m.media-amazon.com/images/I/51-FPHxRNVL.jpg,932012,depth,165.0 centimetre,d62ed541-c454-4c7f-8278-7b4e58f1e5cf.jpg,"['Size', 'Width 6Ocm x Length', '165cm', 'Colour', 'Material', 'Polyester', 'Mounting type', 'Top Mount', 'Grey']","[[""[[958, 250], [1052, 250], [1052, 298], [958, 298]]"", ""Size"", ""0.9999901652336121""], [""[[961, 308], [1423, 308], [1423, 370], [961, 370]]"", ""Width 6Ocm x Length"", ""0.44329125773868583""], [""[[962, 370], [1108, 370], [1108, 418], [962, 418]]"", ""165cm"", ""0.9958162649541381""], [""[[960, 586], [1106, 586], [1106, 634], [960, 634]]"", ""Colour"", ""0.9999799004882831""], [""[[962, 862], [1138, 862], [1138, 910], [962, 910]]"", ""Material"", ""0.7459710701950629""], [""[[958, 920], [1169, 920], [1169, 980], [958, 980]]"", ""Polyester"", ""0.9999411892191361""], [""[[960, 1136], [1271, 1136], [1271, 1199], [960, 1199]]"", ""Mounting type"", ""0.9878024121076812""], [""[[956, 1196], [1205, 1196], [1205, 1256], [956, 1256]]"", ""Top Mount"", ""0.9003677966914072""], [""[[964.0729607040108, 642.0866917312577], [1071.8143525131275, 656.6501815383755], [1062.927039295989, 704.9133082687423], [955.1856474868724, 689.3498184616245]]"", ""Grey"", ""0.9999805688858032""]]"
https://m.media-amazon.com/images/I/61ARfalan2L.jpg,507619,depth,44.0 centimetre,49ea9782-02b1-4976-b43f-666560b768f6.jpg,"['180 cm', '56 cm', '21 cm', '56 cm', '44 cm', '15.5cm', '21 cm', '32 cm']","[[""[[10, 194], [168, 194], [168, 242], [10, 242]]"", ""180 cm"", ""0.6044676974604298""], [""[[437, 353], [571, 353], [571, 397], [437, 397]]"", ""56 cm"", ""0.9922745494836978""], [""[[847, 615], [1015, 615], [1015, 675], [847, 675]]"", ""21 cm"", ""0.9971529261766033""], [""[[562, 996], [728, 996], [728, 1052], [562, 1052]]"", ""56 cm"", ""0.9986804248239007""], [""[[1482, 1002], [1648, 1002], [1648, 1058], [1482, 1058]]"", ""44 cm"", ""0.9945142273537715""], [""[[1220, 1510], [1443, 1510], [1443, 1575], [1220, 1575]]"", ""15.5cm"", ""0.3991999110187124""], [""[[1247, 1637], [1419, 1637], [1419, 1697], [1247, 1697]]"", ""21 cm"", ""0.9701487086004297""], [""[[1251, 1845], [1421, 1845], [1421, 1905], [1251, 1905]]"", ""32 cm"", ""0.9994187191559791""]]"
https://m.media-amazon.com/images/I/51mxkZNEE1L.jpg,752266,depth,40.5 centimetre,90422859-f628-4101-aa48-22cc231fbb12.jpg,"['8W', '17CM', '6 Zin', '5CM', 'Zin', '40.5CM/15.9in', '16CM/6.3in']","[[""[[192, 164], [364, 164], [364, 260], [192, 260]]"", ""8W"", ""0.8941024379524316""], [""[[857, 657], [977, 657], [977, 701], [857, 701]]"", ""17CM"", ""0.9908093810081482""], [""[[857, 723], [959, 723], [959, 765], [857, 765]]"", ""6 Zin"", ""0.5990997359759952""], [""[[1154, 836], [1268, 836], [1268, 890], [1154, 890]]"", ""5CM"", ""0.7084414190247764""], [""[[1152, 900], [1232, 900], [1232, 954], [1152, 954]]"", ""Zin"", ""0.891406958189008""], [""[[572.6004994817496, 592.8808990671492], [913.5339453521905, 525.4885147552518], [922.3995005182504, 587.1191009328508], [580.4660546478095, 653.5114852447482]]"", ""40.5CM/15.9in"", ""0.7563159121418414""], [""[[806.1170986264234, 1044.1756479396352], [1083.607008494562, 1009.6875470269033], [1088.8829013735767, 1070.8243520603648], [810.3929915054379, 1105.3124529730967]]"", ""16CM/6.3in"", ""0.9768234872651661""]]"
https://m.media-amazon.com/images/I/617E6iSY7TL.jpg,558806,height,5.3 inch,15626355-106a-4873-8cf6-f9f94343c982.jpg,"['6.7 in / 17 cm', '5.3 in / 13.5 cml', 'Gnxbl']","[[""[[724, 60], [1034, 60], [1034, 108], [724, 108]]"", ""6.7 in / 17 cm"", ""0.8954633162997078""], [""[[80, 456], [434, 456], [434, 509], [80, 509]]"", ""5.3 in / 13.5 cml"", ""0.6581205935017201""], [""[[404, 216], [1467, 216], [1467, 926], [404, 926]]"", ""Gnxbl"", ""0.018873841318668184""]]"
https://m.media-amazon.com/images/I/615RXHRiCeL.jpg,480845,height,10.16 centimetre,5cba67fc-cd29-4671-86f3-4d121c2395c5.jpg,"['10.16cm/4""', '1', '20.32cm/8""']","[[""[[1196, 1064], [1509, 1064], [1509, 1124], [1196, 1124]]"", ""10.16cm/4\"""", ""0.9977972188616009""], [""[[273.61582834448853, 1167.009229565361], [321.2805291210644, 1128.0049200496658], [525.3841716555115, 1390.990770434639], [477.7194708789356, 1428.9950799503342]]"", ""1"", ""0.34070130776628105""], [""[[815.1626818219505, 1395.0502591221896], [1093.654243206548, 1265.8733144339305], [1112.8373181780494, 1325.9497408778104], [834.345756793452, 1455.1266855660695]]"", ""20.32cm/8\"""", ""0.9938925584614786""]]"
https://m.media-amazon.com/images/I/618e4JBlySL.jpg,417434,height,55.0 centimetre,fe44612b-9c99-4cf3-b295-21812c13651e.jpg,"['55cm', '22cm', '41cm', '22cm', '34cm', '25,5cm', '45cm']","[[""[[40, 524], [120, 524], [120, 556], [40, 556]]"", ""55cm"", ""0.9992803335189819""], [""[[988, 514], [1068, 514], [1068, 546], [988, 546]]"", ""22cm"", ""0.9810730814933777""], [""[[722, 706], [802, 706], [802, 738], [722, 738]]"", ""41cm"", ""0.6224605054759499""], [""[[281, 755], [363, 755], [363, 791], [281, 791]]"", ""22cm"", ""0.6187965870472997""], [""[[694, 860], [774, 860], [774, 892], [694, 892]]"", ""34cm"", ""0.9986103773117065""], [""[[136, 1120], [242, 1120], [242, 1152], [136, 1152]]"", ""25,5cm"", ""0.9098674426811216""], [""[[744, 1120], [824, 1120], [824, 1152], [744, 1152]]"", ""45cm"", ""0.9996770620346069""]]"
https://m.media-amazon.com/images/I/512togrPRWS.jpg,752266,height,22.0 millimetre,ee2dbf55-12b8-427b-b546-e592514eab82.jpg,"['F-68-73MM', '22MM', '1208', '82MM', 'F-82MM ']","[[""[[361, 75], [665, 75], [665, 135], [361, 135]]"", ""F-68-73MM"", ""0.5593643423444895""], [""[[890, 240], [1024, 240], [1024, 290], [890, 290]]"", ""22MM"", ""0.9603159427642822""], [""[[516, 401], [625, 401], [625, 455], [516, 455]]"", ""1208"", ""0.7382112773235626""], [""[[146, 732], [282, 732], [282, 780], [146, 780]]"", ""82MM"", ""0.9987348914146423""], [""[[355, 1015], [817, 1015], [817, 1083], [355, 1083]]"", ""F-82MM "", ""0.4433630906028399""]]"
https://m.media-amazon.com/images/I/51BEuD9O1xL.jpg,442321,height,28.3 inch,5752f18f-5d09-45de-839c-d8d70f02d607.jpg,"['Size:', '28.3""', '39.4""', '17.7""']","[[""[[39, 41], [167, 41], [167, 93], [39, 93]]"", ""Size:"", ""0.9998774347909231""], [""[[28, 512], [104, 512], [104, 544], [28, 544]]"", ""28.3\"""", ""0.9510722834717161""], [""[[336, 814], [410, 814], [410, 846], [336, 846]]"", ""39.4\"""", ""0.9617202731260459""], [""[[857, 843], [934, 843], [934, 875], [857, 875]]"", ""17.7\"""", ""0.9422249790020639""]]"
https://m.media-amazon.com/images/I/41YL4Zd434L.jpg,801829,height,42.0 inch,1a41dfc2-63dc-4af8-945e-1b3f65bac808.jpg,"['42""', '80.5""', '27.5""']","[[""[[58, 222], [102, 222], [102, 248], [58, 248]]"", ""42\"""", ""0.8990463018417358""], [""[[298, 524], [366, 524], [366, 550], [298, 550]]"", ""80.5\"""", ""0.9965918583869869""], [""[[750, 530], [816, 530], [816, 558], [750, 558]]"", ""27.5\"""", ""0.9999107019042573""]]"
https://m.media-amazon.com/images/I/41RoQb62F4L.jpg,823083,height,30.0 centimetre,082efebf-c1aa-4521-9535-5750a8b5280d.jpg,"['Size', 'H3Ocm L16cm W13cm', 'Weight', 'About 2.5kgs']","[[""[[546, 290], [602, 290], [602, 316], [546, 316]]"", ""Size"", ""0.9997658133506775""], [""[[668, 292], [916, 292], [916, 318], [668, 318]]"", ""H3Ocm L16cm W13cm"", ""0.7291829525491382""], [""[[534, 356], [624, 356], [624, 388], [534, 388]]"", ""Weight"", ""0.9999837938632605""], [""[[670, 358], [818, 358], [818, 390], [670, 390]]"", ""About 2.5kgs"", ""0.7129460482160088""]]"
https://m.media-amazon.com/images/I/51huRiwWonL.jpg,318766,height,30.7 inch,f5e1356a-6bf9-4a81-ab6d-88fc2b71f4aa.jpg,"['30.7 in / 78 cm', '25.9 in / 66 cm']","[[""[[1190, 712], [1522, 712], [1522, 764], [1190, 764]]"", ""30.7 in / 78 cm"", ""0.3491895666436758""], [""[[436, 1341], [768, 1341], [768, 1396], [436, 1396]]"", ""25.9 in / 66 cm"", ""0.75936790469868""]]"
https://m.media-amazon.com/images/I/51Og-Te5QRL.jpg,970563,height,21.0 millimetre,a41b0c2a-796e-418a-8136-d49e810dc8b5.jpg,"['2Omm/o.8in', '2Omm/o.8in', '21mm/0.83in', '6mm/0.23in', '21mm/0.83in']","[[""[[663, 161], [831, 161], [831, 199], [663, 199]]"", ""2Omm/o.8in"", ""0.6425130145591496""], [""[[393, 343], [561, 343], [561, 379], [393, 379]]"", ""2Omm/o.8in"", ""0.6963165845163027""], [""[[737, 651], [919, 651], [919, 687], [737, 687]]"", ""21mm/0.83in"", ""0.6390632252940643""], [""[[70, 789], [239, 789], [239, 825], [70, 825]]"", ""6mm/0.23in"", ""0.8989023180328781""], [""[[405, 921], [587, 921], [587, 957], [405, 957]]"", ""21mm/0.83in"", ""0.910675238135649""]]"
https://m.media-amazon.com/images/I/61+NIZOm-gL.jpg,276611,height,60.0 centimetre,545787b5-f3ae-418b-ba94-246a750dfba2.jpg,"['4.72in/12cm', 'F', '31.5in /8Ocm', '5.9in / 1Scm', '8', '6.69in /1 7cm', 'BoT', '8', '3', '6.69in/17em', '15.75in', '15.75in/4Ocm', '|40cm']","[[""[[181, 121], [553, 121], [553, 189], [181, 189]]"", ""4.72in/12cm"", ""0.993458718988134""], [""[[229, 219], [309, 219], [309, 279], [229, 279]]"", ""F"", ""0.2654347444672709""], [""[[673, 237], [1047, 237], [1047, 305], [673, 305]]"", ""31.5in /8Ocm"", ""0.778839203188478""], [""[[755, 529], [1097, 529], [1097, 597], [755, 597]]"", ""5.9in / 1Scm"", ""0.6618606124284218""], [""[[89, 693], [155, 693], [155, 783], [89, 783]]"", ""8"", ""0.9686902366479586""], [""[[754, 774], [1128, 774], [1128, 846], [754, 846]]"", ""6.69in /1 7cm"", ""0.7267665547675165""], [""[[951, 837], [975, 837], [975, 849], [951, 849]]"", ""BoT"", ""0.12773690310696892""], [""[[91, 783], [153, 783], [153, 913], [91, 913]]"", ""8"", ""0.9973561380523996""], [""[[91, 943], [153, 943], [153, 1109], [91, 1109]]"", ""3"", ""0.9526976092276982""], [""[[755, 1021], [1123, 1021], [1123, 1089], [755, 1089]]"", ""6.69in/17em"", ""0.6807148262749628""], [""[[1229, 1273], [1445, 1273], [1445, 1335], [1229, 1335]]"", ""15.75in"", ""0.9981731255596601""], [""[[329, 1331], [733, 1331], [733, 1397], [329, 1397]]"", ""15.75in/4Ocm"", ""0.6918660385200422""], [""[[1246, 1338], [1440, 1338], [1440, 1402], [1246, 1402]]"", ""|40cm"", ""0.20377678594570317""]]"
