image_link,group_id,entity_name,entity_value,image_name,extracted_info
https://m.media-amazon.com/images/I/51Psausg0cL.jpg,764618,depth,1.6 inch,643086bf-b027-407f-ba4e-0ddd492744c6.jpg,"['11""X 1.6""', '7.9"" X 3.9""']"
https://m.media-amazon.com/images/I/514PZXfkndL.jpg,302672,depth,10.0 centimetre,7c329cd9-8b27-4244-9571-c841fef8facb.jpg,"['1', '8', '1', '4', '3', '7cm/2.75in', '10cm/3.9in']"
https://m.media-amazon.com/images/I/410cJXeoXXL.jpg,460806,depth,52.0 millimetre,8c4745b8-1876-4c9a-8140-b53a604a8ced.jpg,"['1', '3', '8']"
https://m.media-amazon.com/images/I/61A8tKhJYOL.jpg,939129,depth,81.0 centimetre,71f7fd86-2637-4c04-891e-f79c7a03b860.jpg,"['8', '9', '37cm', '81cm']"
https://m.media-amazon.com/images/I/51ffwHgimDL.jpg,668667,depth,12.0 inch,e4438f72-a8e8-4fb0-8479-059fb6e2142d.jpg,"['(12 inch X 12 inch)', '12']"
https://m.media-amazon.com/images/I/51lx2BWnwCL.jpg,101697,depth,20.0 centimetre,f5a194e0-afa6-4a33-b6b3-8d632d76d141.jpg,"['20CM', 'L9CM', '20CM', '6CM', '8.5CM', '2']"
https://m.media-amazon.com/images/I/51gi3zObmdL.jpg,238051,depth,1700.0 millimetre,617f3e4f-54b9-4bb1-afb2-4aaa220419fc.jpg,"['8', '3', '53+0.Smm', '170Omm', '850mm']"
https://m.media-amazon.com/images/I/615mn4omBTL.jpg,396159,depth,110.0 centimetre,8b731fee-00ab-4e5e-bf42-8df27c5d3e61.jpg,"['30cm', 'width:75cm']"
https://m.media-amazon.com/images/I/513r0jKjomL.jpg,460806,depth,67.0 millimetre,9a1aadd8-793e-4d7e-95f7-66a544e7e301.jpg,"['8', '3', '8', '3', '8']"
https://m.media-amazon.com/images/I/610E8H2PduL.jpg,929719,depth,5.4 centimetre,453e6e2c-5120-4f9d-b488-ee9f951585f8.jpg,"['5.4cml2.13in', '2.2cm/o.87in', '3.8cm/1.Sin', '3pcs', '2cm/o.79in)']"
https://m.media-amazon.com/images/I/618UHkIYfVL.jpg,437623,depth,86.0 millimetre,3ccdeaf6-b2f9-41a0-b49e-f55af3bc28db.jpg,"['2 Versions | W54 * H86 mm', '3ea', 'Circe? 01 Rotj"" ake', 'Fceo 0i (ccing Ine Uesoes[ pjtt', '6i inict-ec (,', 'Rollcc: on 0i vulnerablo minobana', '{0 rosonate while !anamiteirg', '80 Uniamiiiat @ppearance', 'Cucio 0i Robononco', ' 4 <', 'Face 0l Jocino tn', 'C rcla 0i Rosonance', '{0 fesonale while', '0n untomiiibr appearance', 'Jeepest part o1 Inner-sell']"
https://m.media-amazon.com/images/I/51UsX1po5AL.jpg,764618,depth,2.5 centimetre,fe22ea3f-b689-4336-8400-4f85d733f7d8.jpg,"['1', '3', '2.5cm/o.98inch']"
https://m.media-amazon.com/images/I/514HdJuApGL.jpg,894599,depth,7.5 inch,97034f41-a7a6-4014-81df-77a51ed2c7b1.jpg,"['2.95in', '3']"
https://m.media-amazon.com/images/I/51ouIWzczDL.jpg,208023,depth,9.1 inch,062e7ec5-5ad2-4cf9-b515-14e0a2e35ed4.jpg,"['9.1 in /23.0 cm', '0.8 in /2.0 cm', '08181', '7.5 in /', '19.0']"
https://m.media-amazon.com/images/I/51xfYe7JrdL.jpg,220662,depth,10.5 centimetre,e7936ec5-fbd1-49e5-9d1d-616116e0993c.jpg,"['5', '1', '10.5cm/413in', '10.5cm/4.13in']"
https://m.media-amazon.com/images/I/41ludF9qtlL.jpg,675317,depth,65.0 millimetre,5fbbb4ad-9d84-4bf4-aed7-681a34b89ce8.jpg,"['65mm', '25mm', '52mm']"
https://m.media-amazon.com/images/I/51hCoj4WCYL.jpg,693845,depth,74.0 centimetre,041861b1-bcc8-46cb-af74-f62e54a9f82d.jpg,"['2', '2', '74CM', '0', '0', '27CM', '2']"
https://m.media-amazon.com/images/I/612C3zzoQ1L.jpg,518578,depth,435.0 millimetre,ae0575ed-dca9-4a4f-8b95-9107fab19f59.jpg,"['375 mm / 14.8 in', '236 mm / 9.3 in', '4', '4', '1', '2', '1', '1', '3', '3605', '360', '105', '205 mm', '4.1 - 8.1 in']"
https://m.media-amazon.com/images/I/51XHkroI3pL.jpg,995106,depth,9.0 inch,392fef87-cf10-4212-9825-98050dc51cd3.jpg,"['3-7/8""', '2-1/8""', '9""', '2-3/8""', '1-3/4""']"
https://m.media-amazon.com/images/I/51v3GYx3eeL.jpg,278696,depth,12.0 inch,3e8c9dac-88fa-40c2-9e97-b6ed02181bdf.jpg,"['12""@IZELTAS', '43 TM', ""Te2708-145'""]"
https://m.media-amazon.com/images/I/61-FYJcz2iL.jpg,573063,depth,6.0 inch,a99c948f-81d1-45ea-8d68-d19903fb10f7.jpg,"['4.2 in', '4.6 in', '6 in']"
https://m.media-amazon.com/images/I/61+iPlST-xL.jpg,460806,depth,38.0 millimetre,4079de47-ed1a-410d-bc5e-0407a7d231ae.jpg,"['10 MM', '1.S0inch', '(38mm)', '0.87inch', '(22mm)', '1.25inch', '(31.7mm)']"
https://m.media-amazon.com/images/I/51GzV0nG31L.jpg,675317,depth,132.0 millimetre,9eaacb3e-2d03-44fa-9f37-e5de1c4621ca.jpg,"['L: 132mm', 'Hole Distance: 64mm', '1', 'H: 16mn', '58mm', 'Weight: 26g', 'M4*22mm']"
https://m.media-amazon.com/images/I/61FDpscOSfL.jpg,661582,depth,35.1 centimetre,9e616231-4aaf-477e-8e7d-464877d0630a.jpg,"['1.6inch/4.Icm', '6inch/26.', '13.8inch/35.1', '9']"
https://m.media-amazon.com/images/I/614YBuEZIFL.jpg,653767,depth,45.0 centimetre,9892a67f-d96b-4282-bbc7-6939c61216dc.jpg,"['45', '8', '4']"
https://m.media-amazon.com/images/I/51nqY69f2JL.jpg,784538,depth,20.0 centimetre,189e719a-1d20-46b9-a4e5-c9f54749326e.jpg,"['3', '3', '20cm/7.87in']"
https://m.media-amazon.com/images/I/415X8zA-VPL.jpg,758128,depth,600.0 centimetre,20ebf657-c072-4288-aa70-7a883e590f78.jpg,"['4', '3', '400 cm', '600 cm']"
https://m.media-amazon.com/images/I/512ahPdiQ-L.jpg,713791,depth,128.0 millimetre,26de7645-9751-4880-bae1-33fd1c20c1d3.jpg,"['##+31)_7""-7', '4#1ZE*E', 'ALBsA6oakt', '100', '86 *128mm', ""9 7 . ALT'""]"
https://m.media-amazon.com/images/I/51EpsPD4e4L.jpg,944936,depth,4.4 inch,785fd910-6e0d-42db-ba67-0e16a0802d28.jpg,"['4.4 inch', '5.6 inch']"
https://m.media-amazon.com/images/I/51Z96EJWM2L.jpg,667819,depth,15.0 centimetre,9b148a01-ecf1-4ce3-be87-f2c322ede00d.jpg,"['I5cm', 'IS0', 'I5mmn']"
https://m.media-amazon.com/images/I/6151JYNnFRL.jpg,982714,depth,205.0 millimetre,ac3f85cf-56b2-48d9-a129-8b3e489cbd0c.jpg,"['93mm', '72mm', '205mm', '162mm', '8 Omm']"
https://m.media-amazon.com/images/I/513lGLOqLhL.jpg,569206,depth,28.5 centimetre,5319aa54-b51c-442e-85c6-20cf4a8de98b.jpg,"['9cm', '4""', '8', '28cm']"
https://m.media-amazon.com/images/I/51Af0d59moL.jpg,922709,depth,200.0 millimetre,f40334a4-9b24-4710-a797-715dcb3208f9.jpg,"['226mm', '1', 'e200mm', '1']"
https://m.media-amazon.com/images/I/512NGfseGmL.jpg,846116,depth,85.0 millimetre,1a399a59-de48-4c08-b2f7-1d7e397b7e0b.jpg,"['85', '24', '85', '742760']"
https://m.media-amazon.com/images/I/611RmFwNKEL.jpg,208023,depth,15.0 centimetre,63974caa-ddc5-4591-badf-bf6de57e413e.jpg,"['4', 'Exek 0l Sncorn', '39', 'B.V. 2014', '22', '0j-39', 'Aa-1493883', '22846', '[002.956.53', '~SE-343']"
https://m.media-amazon.com/images/I/61DD27by3gL.jpg,612552,depth,54.0 inch,c25d1574-ad21-4b47-ba1a-a9d3baa31f67.jpg,"['25', '4 ""']"
https://m.media-amazon.com/images/I/41MJzSHRSQL.jpg,916768,depth,9.5 centimetre,48544b5a-fd13-4a86-b6b0-a6a1b65723e4.jpg,"['9.5cm', '25cm', '1', '5']"
https://m.media-amazon.com/images/I/614AfQ9Y8eL.jpg,579652,depth,19.0 inch,1f8c4a79-e1b1-4f6f-8683-30940d63aa97.jpg,"['CAPACITY: 20 L', 'DEPTH: 7""', 'HEIGHT: 19""', 'WEIGHT: 1.9 LBS', 'WIDTH: 10.5""', '100% Waterproof Material']"
https://m.media-amazon.com/images/I/51Q6x-eoobL.jpg,630869,depth,50.0 millimetre,b4444f1b-dbdf-4e96-a67e-2f66f62b5be8.jpg,"['50mm', '50mm', '25.5mm', '5.Smm', 'Weight :5g']"
https://m.media-amazon.com/images/I/616mJOKMPiL.jpg,340151,depth,15.5 centimetre,7b51dd84-4a92-4c9e-85a4-5a386e35732b.jpg,"['1.Scm/4.53inch', '5.2cm/2.04inch', '2.5cm/O.98inch', 'Icm/4.33inch', '3cml |. |8inch', '15.5cm/6.Iinch']"
https://m.media-amazon.com/images/I/51l0xpuctPL.jpg,487566,depth,75.0 inch,b21d536b-f730-447e-be50-5a4f127d41c5.jpg,"['8', '8', 'W 228xL274', 'W 9xL 108', '152.5 CM /60""', '30c', '300 C GENTLE CYCLE']"
https://m.media-amazon.com/images/I/51bJ3dVdYFL.jpg,858439,depth,220.0 millimetre,0cdc40a9-050c-47f9-bdf4-2218d8a77d54.jpg,"['4mm / 0.16""', ""1OOmm / 3.94'"", '220mm / 8.66""']"
https://m.media-amazon.com/images/I/51v11Y+Q3QL.jpg,966823,depth,3.0 inch,8614d5e8-54f4-4331-b482-1452c7ec57c6.jpg,"['2""', '3""', '2""']"
https://m.media-amazon.com/images/I/51dKyPsBJ-L.jpg,784538,depth,16.5 inch,106fbf48-7348-4cda-b63a-bd52430b064b.jpg,"['16.Sinch', '11.Sinch']"
https://m.media-amazon.com/images/I/51FCFXgSxOL.jpg,752266,depth,7.9 inch,6d2a361b-2fb3-4bd6-a833-4d2e5be97049.jpg,"['7.9"" /200mm', '4', '1']"
https://m.media-amazon.com/images/I/617lMuKgGTL.jpg,130202,depth,2.0 centimetre,5092a242-d222-459f-a662-df9096b5f122.jpg,[]
https://m.media-amazon.com/images/I/41M131kGA1L.jpg,675317,depth,2.24 inch,a9fa51e5-0615-4f7e-b0ce-20cd40a715e6.jpg,"['64mm', '2.52in', '57mm', '2.24in']"
https://m.media-amazon.com/images/I/51klElrdl9L.jpg,843434,depth,22.0 centimetre,afd39d44-3adf-4afd-b558-525bd47ff9f5.jpg,"['18cm', '49inch', '19inch', '12.Scm', '4.8cm', '8.Zinch/22cm']"
https://m.media-amazon.com/images/I/413TzJzX-XL.jpg,675317,depth,1.97 inch,3db9b818-8000-4f90-b534-e97a030f53a2.jpg,"['5', '8', '4', '8', '1.97 in / 5 cm']"
https://m.media-amazon.com/images/I/51SjjPbql9L.jpg,991868,depth,25.0 centimetre,43692b69-707d-4aec-8cef-e9518a5cb555.jpg,"['11cm/4.33in', '3']"
https://m.media-amazon.com/images/I/61BypoGBksL.jpg,156839,depth,32.0 centimetre,96e9a636-0e09-488c-b9d9-2a8041170291.jpg,"['1.4cm', '5cm', 'I.3cm', '0.9cm', '~-2cm', '32cm', '5Ocm']"
https://m.media-amazon.com/images/I/51p6Zm6fnDL.jpg,793731,depth,107.0 millimetre,69863ea3-fb0e-4b58-9d01-b310f8122186.jpg,"['50mm/2.0in', '107mm/4.2in']"
https://m.media-amazon.com/images/I/611YWzl5EJL.jpg,752266,depth,78.0 centimetre,7bfff776-9557-47ad-9999-b70a090d1c10.jpg,"['3', '3', 'H9cm/3.Sin', '78cm/30.7in', 'General light source: E27*8 (without light source)', 'Size: L78*Hgcm', 'Space: 20-30 square meters']"
https://m.media-amazon.com/images/I/617r6+Ub6-L.jpg,487566,depth,150.0 centimetre,8a327d09-dfcb-4600-9bd7-f24f7b14a35a.jpg,"['150 cm', '73 cm', '100 cm', '70 cm']"
https://m.media-amazon.com/images/I/51C8cb-Ef7L.jpg,130202,depth,3.0 inch,9d36261e-73f9-4308-b75b-4d083100be2d.jpg,"['3 inch:', '3 inch:', '7.Scm', '7.Scm', '3 inch:', '7.Scm']"
https://m.media-amazon.com/images/I/614RopCMfCL.jpg,720553,depth,55.0 inch,b1393c96-f199-4008-9ac0-63b0621fd372.jpg,"['to 400 |Ibs', '55 inch', '36 inch']"
https://m.media-amazon.com/images/I/6174rSipd5L.jpg,916768,depth,10.9 centimetre,277ff16f-965f-4f55-8b2a-115518c61b43.jpg,"['8', '591ml', '8', '828 ml', '8', '236 ml', '354 ml', '8', '9', '5', '8.76 cm', '10,9 cm', '10,9 cm', '10,9 cm']"
https://m.media-amazon.com/images/I/51b+Qp6s+PL.jpg,864320,depth,36.0 centimetre,0f043776-3e09-41cf-9544-f0a82676fa17.jpg,"['Shoulder width: 36cm', 'Bust: 82cm', 'Waist: 60cm', 'Hips: 8Ocm', '145-195cm']"
https://m.media-amazon.com/images/I/41lVxVCr8OL.jpg,943839,depth,53.0 millimetre,b99053e1-8385-4206-9403-78403a5e513e.jpg,"['53mm', '53mm', '1', 'cs0 LJL', '1', '10mm']"
https://m.media-amazon.com/images/I/51B-sWuftWL.jpg,658003,depth,25.5 centimetre,04105bee-c3f0-406d-ab7e-5141ad67ce5b.jpg,"['20 CM', '25.5', '2']"
https://m.media-amazon.com/images/I/51wKtdffJsL.jpg,185935,depth,4.92 inch,4a92f884-e3e2-476a-9a60-98b47cbf0832.jpg,"['2.36 in', '1', '1', '4.72 in', '4.92 in', '1', '4.92 in', '0.52 in', '2.25 in', '4.92 in']"
https://m.media-amazon.com/images/I/51DtyI06rIL.jpg,523195,depth,2.5 centimetre,6d7fff21-e587-468e-a7d6-d48aa10d4c51.jpg,"['1.6cm/0.63inch', '2.5cm/0 98inch']"
https://m.media-amazon.com/images/I/51I+HGgP2DL.jpg,514726,depth,30.0 inch,f10d9e82-7423-48b0-9ab9-4f4c9ef20e36.jpg,"['2 Pack Queen_Size 20""x30"" you_will']"
https://m.media-amazon.com/images/I/41Iem7vk-RL.jpg,683885,depth,8.66 inch,6152c4b4-9729-44db-ae6f-5a49c8b129b5.jpg,['8.66 in / 22 cm']
https://m.media-amazon.com/images/I/61-p2adkcmL.jpg,180726,depth,8.0 millimetre,7dbf9a35-eb9f-47d6-a9fe-e7ba97cfe1c3.jpg,"['Smm/O.19inch', '8mm/O.31inch', '3', '200 PCS']"
https://m.media-amazon.com/images/I/61DlIvdCFFL.jpg,119607,depth,13.0 centimetre,67e76b00-105f-476f-acf4-05a34184050c.jpg,"['20 cm', '13 cm', 'ep. ~1,6 mm']"
https://m.media-amazon.com/images/I/51k1LnlV-5L.jpg,849273,depth,7.5 inch,373e1e2c-dd9d-421f-a27b-17c86e0d4df2.jpg,"['1', '11.8""', '30', '27"" /7', '5.7"" /14.5', '7.5""/19', '2.7"" /7']"
https://m.media-amazon.com/images/I/617X0hEZzYL.jpg,865020,depth,76.0 centimetre,619ce38e-32b4-4280-a202-1b60df36cd01.jpg,"['1l0cm/43.3in', '66cm/26.', '76cm/30.C']"
https://m.media-amazon.com/images/I/51IMtFPhYaL.jpg,751532,depth,190.5 centimetre,3120ef5d-4702-40af-88f1-fb36313f3dec.jpg,"['Helght - 5\'7""', '190.5 CM', '3', '8']"
https://m.media-amazon.com/images/I/51OSeR2p6AL.jpg,781426,depth,200.0 centimetre,5f98994c-1f0e-4620-935a-275b3461769a.jpg,"['90 x 200 cm', '100 X', '200 cm', '100 % Polyester']"
https://m.media-amazon.com/images/I/61Fng2jKc7L.jpg,641642,depth,3.0 metre,0302ce20-140f-4bff-a4b3-e4c215fe4577.jpg,"['1', '5', 'J86S|']"
https://m.media-amazon.com/images/I/615OCrEMkcL.jpg,784538,depth,132.0 centimetre,130ba86f-3ba6-4421-aff0-a050f10f03e1.jpg,"['71cn28inch', '132cm/52inch']"
https://m.media-amazon.com/images/I/61FPW-jIXJL.jpg,675317,depth,38.0 millimetre,3f32a8c4-6fec-4df2-8b89-64d49539c99b.jpg,"['7.Smm/0.29inch', '2mm/0.08inch', '23mm/0.90inch', '16mm/0.62inch', '15mm/0.59inch', '25mm/0.98inch', '1', '1.18inch', '30mm/ =']"
https://m.media-amazon.com/images/I/51sEfzb0E9L.jpg,126471,depth,188.0 centimetre,d7a9009a-780c-457a-a441-a09c4039c6be.jpg,"['40CM', '(15.7"")', '137CM(53.9"")', '188CM(74.0"")']"
https://m.media-amazon.com/images/I/61EfS7q3v2L.jpg,119607,depth,17.7 inch,c65d2f68-4f24-493c-9b07-6c57a1ba9248.jpg,"['A6', '1', '3', '6.2 in', '16 cm']"
https://m.media-amazon.com/images/I/61BIe1lT80L.jpg,861555,depth,20.0 centimetre,a16feda1-cbc5-4351-95c2-2817a099f628.jpg,"[') )cmJ 33in', '/3,', '5', '4ormati di  conseziani di 4azzoletti.', 'vGstea candeziane di 4azzoletti peima', '8', '20cm_', '1', '87in']"
https://m.media-amazon.com/images/I/617i5WDksRL.jpg,347320,depth,66.0 centimetre,237556c1-1fcc-4d9b-a737-8539ddb0b0ea.jpg,"['66cm/25.98in', '8', '8']"
https://m.media-amazon.com/images/I/51sVa6qgr9L.jpg,300630,depth,12.0 centimetre,b6375302-ff65-415c-937c-a5994458b410.jpg,"['7', '12cm', '1.6cm', '9cm', '7cm', '2cm']"
https://m.media-amazon.com/images/I/61+9vtxdD5L.jpg,623491,depth,3.0 centimetre,8f4bc914-67cf-45b9-9d10-3437124215fe.jpg,['3-5cm']
https://m.media-amazon.com/images/I/51EVghKiZpL.jpg,242256,depth,2.0 metre,d6d98792-d52d-4543-9944-7331cf85dcf6.jpg,"['14cm/5.5linch', '2M/6.56FT']"
https://m.media-amazon.com/images/I/51fOTTn1OBL.jpg,675317,depth,15.0 centimetre,56fc4930-8ee3-4c6a-b34d-dbcf5ef6551c.jpg,"['22cm/8.7in', '13cm/5.lin', '11.lmm/0 4in', '16.Smm/o.6in', '15cm/5.9in']"
https://m.media-amazon.com/images/I/618JHtZ0RDL.jpg,408581,depth,18.0 centimetre,70fd1dc9-5481-4a47-9d72-266171d94380.jpg,"['23 CM', '(9.1 IN)', 'TCM (4.3 IN)', '18 CM(Z.1 IN)']"
https://m.media-amazon.com/images/I/617K5Exvn2L.jpg,750883,depth,25.0 millimetre,8aa11798-a025-4c49-a203-c857c92a7845.jpg,"['Diameter 21', 'Diameter 25mm', 'Diameter 21', 'Diameler 19', 'Diameter 18', '18', '20', '24', '24', '28']"
https://m.media-amazon.com/images/I/615ih5OJ5XL.jpg,675317,depth,145.0 millimetre,2d665cf1-6935-4c94-928a-e029bff25a77.jpg,"['145mm', '42mm', '1pcs', '65mm', '25mm', '18mm| TTT', '145mm', '65mm', '25mm', '1', '2pcs', '97mm', '3pcs', '42mm']"
https://m.media-amazon.com/images/I/61-T8NDxIXL.jpg,847223,depth,4.37 inch,14d1e6af-7a8c-44b2-97c3-10068aab0b4d.jpg,"['5.43in', '3.15in', '4F', '0Cc0', '0', 'Length: 5.43in', 'Width: 3.15in', 'Height: 4.37in', 'Weight: 0.541b']"
https://m.media-amazon.com/images/I/61DmExEu4vL.jpg,861555,depth,22.0 centimetre,d7cf7d69-c603-4b7d-bf98-d48f8de162f1.jpg,"['1', '12cmj4.', '22cm/8.66inch', 'F2inch']"
https://m.media-amazon.com/images/I/61Af3RENj7L.jpg,449805,depth,190.0 centimetre,116ef471-8d10-440d-8912-71dd5bb505d9.jpg,"['900G, OUTDOOR', '75cm', '150cm', '1', '18cm', '3', '900G']"
https://m.media-amazon.com/images/I/61DEJ0vD4+L.jpg,242256,depth,18.0 inch,9259ea15-0fd3-47a4-b0e0-9927058d60b1.jpg,"['18""', '0 NHL', '8']"
https://m.media-amazon.com/images/I/51u0sWm6uWL.jpg,358831,depth,114.0 centimetre,bc54d4cd-634e-4a06-b1af-68a0484f515b.jpg,"['6cm', '114cm']"
https://m.media-amazon.com/images/I/31PVFq9o8NL.jpg,983812,depth,4.3 inch,6b32df96-779b-4435-bf23-49237e7dda82.jpg,"['4.3 in / 11 cm', '0.3 in / 1.0 cm']"
https://m.media-amazon.com/images/I/61G1ZeArkZL.jpg,340151,depth,10.0 inch,8c51666d-8218-4ef4-acdc-7286287dc83e.jpg,"['10-in-1', '8TBl', '1OGbps', 'M.2 NVMel', 'Up to 1OGbps', '8TB Storage', '100w PD', 'Expand 4K', 'Compatible with 4']"
https://m.media-amazon.com/images/I/61E7vGG7taL.jpg,992107,depth,31.75 centimetre,06eacc95-f2b3-41d6-bce7-5961777f9dd8.jpg,"['1', 'Philipplans 4:13', '1.5""/3.81cm', '5.5""/13.97cm', '1', '12.5""/31.75cm']"
https://m.media-amazon.com/images/I/61EibgejjwL.jpg,487566,depth,120.0 centimetre,55cb7da6-a23c-4bc1-8f8d-fa81a0ec1deb.jpg,"['2747.', '8', '3', '120 X1z0', '4224', '1', '1', '1', '536/02']"
https://m.media-amazon.com/images/I/615szmmtuhL.jpg,784538,depth,24.0 inch,202264e8-2ba2-4a26-9acc-d0637205e53b.jpg,"['24inch', 'I6inch']"
https://m.media-amazon.com/images/I/611PKUwJBTL.jpg,150535,depth,18.0 centimetre,cec9ad13-34c6-4397-8b46-8c9d86f9f90a.jpg,['18cml7inch']
https://m.media-amazon.com/images/I/617jK6SmssL.jpg,486636,depth,33.3 centimetre,fe1345b6-afba-4f70-9dd4-b1b23cc09d42.jpg,"['4R:13TV7(33.3cm)', '2.5mm OFt', 'JL-F:87Vf(20.3cm)', 'A>FJL: 5T>F (13cm)', '@2: 8.850z (0.251kg)', 'WE: HRC 60+2']"
https://m.media-amazon.com/images/I/51X7z-snndL.jpg,658003,depth,13.0 inch,a537f855-2da8-4372-9a4d-428f2397f6cf.jpg,"['10.6""', '2.8""', '11.6""']"
https://m.media-amazon.com/images/I/51yx-RG4r9L.jpg,126471,depth,78.0 inch,4f5fbf3a-3903-4843-af75-d630829443da.jpg,"['78""', '78""', 'up to 8', '198', '198', 'up to 20', '65', '65', 'up to 0.6']"
https://m.media-amazon.com/images/I/51J5DXM0inL.jpg,667819,depth,7.0 inch,b11aa9ea-f4c5-4fcd-839f-2616f463eedb.jpg,"['2""']"
https://m.media-amazon.com/images/I/41A-xC42nPL.jpg,784538,depth,6.3 inch,fdcf70a6-1d9b-41e3-b345-63d1d7cb7615.jpg,"['6.3 in / 16 cm', '6.3 in', '16 cm']"
